iter	RMSE
266	198.7893087
267	198.463753
268	198.2642774
269	197.7580766
270	197.5978041
271	197.3630424
272	197.2593987
273	196.8269981
274	196.6491523
275	196.2768151
276	195.9910539
277	195.6898815
278	195.613851
279	195.2661512
280	195.0396688
281	194.6554812
282	194.4792874
283	194.1026202
284	193.9113717
285	193.7999551
286	193.27411
287	193.0810269
288	192.8979009
289	192.5875339
290	192.4023039
291	192.3314177
292	192.2624845
293	191.9177461
294	191.8512139
295	191.5875917
296	191.5228351
297	191.1009497
298	190.8374907
299	190.4874751
300	190.1089581
301	189.8726335
302	189.6479852
303	189.4929962
304	189.2194983
305	189.0053766
306	188.7362922
307	188.4148703
308	188.1141358
309	187.9475433
310	187.6427087
311	187.4399378
312	187.0994182
313	186.6859332
314	186.3972754
315	186.0879657
316	186.0287329
317	185.8940176
318	185.45134
319	185.279529
320	185.0584966
321	184.8037398
322	184.630398
323	184.5550924
324	184.2528239
325	183.998049
326	183.7595771
327	183.5060574
328	183.3166669
329	183.0098295
330	182.7921751
331	182.6283266
332	182.2257846
333	182.0336698
334	181.9874887
335	181.7309841
336	181.6526351
337	181.429723
338	181.3680883
339	181.09376
340	180.8357865
341	180.611245
342	180.4111432
343	180.3367363
344	180.2495509
345	180.1204105
346	179.8907016
347	179.7951995
348	179.360389
349	179.0938365
350	178.7886897
351	178.6933666
352	178.3932037
353	178.2839062
354	178.0035444
355	177.8087969
356	177.6427809
357	177.4174432
358	177.182515
359	176.8985718
360	176.8390695
361	176.4994796
362	176.3899556
363	176.1548287
364	175.9972777
365	175.906056
366	175.6533364
367	175.5798472
368	175.3790452
369	174.8125343
370	174.5777083
371	174.2818578
372	173.9992004
373	173.924866
374	173.68718
375	173.4833583
376	173.2211139
377	173.0412951
378	172.7791634
379	172.6055137
380	172.4190256
381	172.1555346
382	171.8979779
383	171.7853099
384	171.7370974
385	171.7131305
386	171.6048784
387	171.3544665
388	171.2547651
389	170.9007577
390	170.7512876
391	170.2922857
392	170.2637386
393	170.0720311
394	169.8020863
395	169.6695724
396	169.332226
397	169.1409532
398	168.9512644
399	168.7116504
400	168.6322565
401	168.3946164
402	168.2102874
403	168.0968713
404	167.8777656
405	167.6270261
406	167.3135496
407	167.1815965
408	166.8918178
409	166.6660386
410	166.4650422
411	166.3401421
412	166.16229
413	166.0656539
414	165.8873864
415	165.6899853
416	165.5474821
417	165.358794
418	165.1898789
419	164.9506252
420	164.7941112
421	164.4696878
422	164.3700025
423	164.1762384
424	163.9141347
425	163.6201591
426	163.3760911
427	163.2103773
428	163.0064126
429	162.8784487
430	162.4950031
431	162.2531937
432	161.9176682
433	161.7729514
434	161.7095935
435	161.6217091
436	161.5302045
437	161.4195109
438	161.2856915
439	161.0432646
440	160.9231594
441	160.8152084
442	160.498211
443	160.3926323
444	160.2874104
445	159.9943863
446	159.7080322
447	159.3372274
448	158.9500635
449	158.6248187
450	158.3518249
451	158.1255056
452	157.8962406
453	157.8217854
454	157.7250641
455	157.5012102
456	157.2831163
457	157.1093473
458	157.0433933
459	156.8034375
460	156.5890567
461	156.4307194
462	156.1874625
463	155.9874545
464	155.8217601
465	155.7237931
466	155.5725246
467	155.4088318
468	155.0437168
469	154.6895546
470	154.5753816
471	154.3260964
472	154.178782
473	153.9738202
474	153.775208
475	153.6074514
476	153.4364628
477	153.2662895
478	153.0994738
479	152.8428623
480	152.6171068
481	152.3272571
482	152.2095327
483	152.1438445
484	152.0004539
485	151.6751445
486	151.5144012
487	151.3170398
488	151.1855038
489	150.9670298
490	150.8272747
491	150.637856
492	150.5341577
493	150.3183516
494	150.1124591
495	150.0458936
496	149.9282018
497	149.8055709
498	149.6930364
499	149.6202903
500	149.5927724
501	149.4631366
502	149.2891363
503	149.1770887
504	148.952788
505	148.9267025
506	148.7088106
507	148.4635316
508	148.3980037
509	148.307753
510	148.1017479
511	147.9934022
512	147.9689026
513	147.7542201
514	147.6140116
515	147.4775507
516	147.2159561
517	147.0661262
518	146.9378216
519	146.8341671
520	146.7157351
521	146.5539887
522	146.4511416
523	146.3987543
524	146.2844653
525	146.2085245
526	145.9987956
527	145.7966675
528	145.7122048
529	145.6206346
530	145.4153092
531	145.3692717
532	145.065812
533	144.8539877
534	144.7485438
535	144.6857112
536	144.6222004
537	144.459711
538	144.1577052
539	143.8938473
540	143.5569988
541	143.4427974
542	143.2198366
543	143.0743292
544	142.9733275
545	142.8605298
546	142.66794
547	142.5780824
548	142.4831842
549	142.2628283
550	142.0730456
551	141.9021096
552	141.6682897
553	141.375994
554	141.3420706
555	141.2423906
556	141.130683
557	140.9504839
558	140.7912855
559	140.6916312
560	140.6632123
561	140.4768751
562	140.3064467
563	139.9898261
564	139.8137576
565	139.641178
566	139.4893165
567	139.399432
568	139.2377484
569	139.006992
570	138.7882831
571	138.6499212
572	138.5237649
573	138.2849126
574	138.0738432
575	137.7895079
576	137.7043864
577	137.6208962
578	137.4789504
579	137.3583261
580	137.1936537
581	137.0349672
582	136.8846608
583	136.7052495
584	136.6492333
585	136.5559798
586	136.359507
587	136.2733591
588	136.1458673
589	136.0374368
590	135.9641812
591	135.8308569
592	135.6430934
593	135.537329
594	135.4010719
595	135.3611471
596	135.2366141
597	135.1437137
598	135.0648319
599	135.023469
600	134.9183846
601	134.7973544
602	134.7058877
603	134.4976677
604	134.3370994
605	134.147811
606	133.9580831
607	133.7240453
608	133.5245673
609	133.306286
610	133.1464758
611	132.9512246
612	132.7977543
613	132.6832248
614	132.6201009
615	132.4786381
616	132.3474126
617	132.1199809
618	131.9828027
619	131.904538
620	131.8169236
621	131.6398874
622	131.4631144
623	131.3332218
624	131.1286909
625	130.9527915
626	130.7853939
627	130.6952324
628	130.5008235
629	130.3725198
630	130.2608026
631	130.1334144
632	129.9953083
633	129.8221731
634	129.7307828
635	129.5737635
636	129.4823313
637	129.4160145
638	129.2808948
639	129.128784
640	128.9695799
641	128.8839872
642	128.8342446
643	128.6638592
644	128.424809
645	128.2286632
646	128.0807885
647	128.0335794
648	127.9021453
649	127.839557
650	127.7386333
651	127.6712385
652	127.4562877
653	127.3843332
654	127.3128553
655	127.1522621
656	127.0786496
657	127.0039933
658	126.9404418
659	126.7979463
660	126.6339741
661	126.5555958
662	126.5004942
663	126.2907887
664	126.2293853
665	126.1520791
666	126.0816578
667	126.0701404
668	125.8421399
669	125.7320844
670	125.6379096
671	125.5051146
672	125.43186
673	125.2506611
674	125.1405412
675	125.1025307
676	125.0149386
677	124.7778685
678	124.7100868
679	124.6395965
680	124.5333346
681	124.3624786
682	124.2927648
683	124.2330739
684	124.0856869
685	124.0034378
686	123.8762502
687	123.7906195
688	123.7838269
689	123.6514845
690	123.5372955
691	123.4095259
692	123.240149
693	123.1553598
694	123.0617524
695	122.9456358
696	122.8479412
697	122.7044536
698	122.6281277
699	122.5731241
700	122.4211568
701	122.2532478
702	122.1758275
703	122.0645981
704	122.0094011
705	121.8695195
706	121.7157819
707	121.5399964
708	121.3900918
709	121.2665818
710	121.2042567
711	121.0215334
712	120.8301505
713	120.7629632
714	120.6055191
715	120.4910553
716	120.3370318
717	120.2420577
718	120.1773511
719	120.061568
720	119.9305634
721	119.7816576
722	119.6825173
723	119.575566
724	119.4594916
725	119.3157066
726	119.3108974
727	119.1476579
728	119.1042174
729	118.971578
730	118.8919598
731	118.7683278
732	118.662025
733	118.5152239
734	118.2884366
735	118.2000566
736	118.078198
737	118.0290424
738	117.9184426
739	117.8399592
740	117.6700161
741	117.4945145
742	117.4146631
743	117.2740039
744	117.1638331
745	117.0615881
746	116.9471811
747	116.7856633
748	116.7194421
749	116.6243728
750	116.5780517
751	116.5117979
752	116.3539069
753	116.2641112
754	116.1707911
755	116.0230643
756	115.9616251
757	115.7495753
758	115.6423522
759	115.4403404
760	115.3584916
761	115.264722
762	115.085088
763	115.0098206
764	114.9544981
765	114.7954891
766	114.7069898
767	114.6480273
768	114.4635408
769	114.3385239
770	114.2603858
771	114.067631
772	114.0247235
773	113.9512649
774	113.8387547
775	113.7421674
776	113.6545784
777	113.5885598
778	113.4423991
779	113.3782273
780	113.3143669
781	113.2154788
782	113.197154
783	113.0826406
784	113.0075918
785	112.8730335
786	112.8062087
787	112.8013698
788	112.6886416
789	112.5837582
790	112.4422984
791	112.3714057
792	112.2966814
793	112.216223
794	112.1231378
795	112.0306488
796	111.9714771
797	111.8737316
798	111.7049499
799	111.5696767
800	111.4723868
801	111.3349133
802	111.2205455
803	111.1689684
804	111.0854045
805	110.941205
806	110.7651089
807	110.6631934
808	110.6045102
809	110.5237668
810	110.4588014
811	110.2988356
812	110.2499246
813	110.0975094
814	110.0106607
815	109.9683561
816	109.8279627
817	109.7431728
818	109.6119655
819	109.5284194
820	109.4898324
821	109.3395989
822	109.2718813
823	109.1864518
824	109.0952237
825	108.9576878
826	108.8605971
827	108.7578472
828	108.6500996
829	108.6115308
830	108.574989
831	108.4045938
832	108.2629204
833	108.1295393
834	108.0881182
835	107.9692364
836	107.8562509
837	107.820946
838	107.7509421
839	107.664792
840	107.5258141
841	107.4773831
842	107.4058105
843	107.3970576
844	107.2744577
845	107.1569157
846	107.1158382
847	107.0580503
848	106.9078705
849	106.819514
850	106.7175385
851	106.6812173
852	106.5924174
853	106.5371837
854	106.4721234
855	106.3187396
856	106.2602265
857	106.215731
858	106.1726645
859	106.1075876
860	106.0075563
861	105.9518548
862	105.8367444
863	105.7966553
864	105.7052492
865	105.6262782
866	105.5432661
867	105.4955805
868	105.3538596
869	105.2208873
870	105.1225584
871	105.0302849
872	105.0230702
873	104.890918
874	104.8084421
875	104.7709726
876	104.5942873
877	104.5123292
878	104.476626
879	104.4546074
880	104.3950859
881	104.3680092
882	104.2341376
883	104.1440898
884	104.0965738
885	103.9607992
886	103.9067692
887	103.810724
888	103.7829645
889	103.6967446
890	103.6431926
891	103.5655549
892	103.5238394
893	103.364969
894	103.3421148
895	103.2622659
896	103.195171
897	103.167927
898	103.1192931
899	103.001406
900	102.9755214
901	102.9466996
902	102.8644095
903	102.7462297
904	102.5780124
905	102.5376287
906	102.4046226
907	102.3169367
908	102.2498489
909	102.1853272
910	102.14558
911	102.102953
912	102.0516357
913	101.961559
914	101.9230537
915	101.8338046
916	101.8274103
917	101.7202689
918	101.6288638
919	101.5872531
920	101.5080145
921	101.4175939
922	101.3834311
923	101.3234982
924	101.1860372
925	101.0875139
926	101.0171133
927	101.001511
928	100.9706475
929	100.9550112
930	100.9034532
931	100.7807687
932	100.7687876
933	100.7408631
934	100.6818804
935	100.6181805
936	100.5369695
937	100.4377589
938	100.3174802
939	100.253368
940	100.177979
941	100.1082736
942	100.0334735
943	99.90462495
944	99.85748289
945	99.81229018
946	99.76474506
947	99.67231583
948	99.65754168
949	99.58364342
950	99.49621133
951	99.40814804
952	99.38118822
953	99.29930324
954	99.23265257
955	99.21928414
956	99.16272398
957	99.14963486
958	99.02520166
959	98.87756153
960	98.85345954
961	98.79601401
962	98.75908761
963	98.66929462
964	98.62305494
965	98.546332
966	98.47207547
967	98.38821505
968	98.34789134
969	98.24224068
970	98.1826783
971	98.09120114
972	97.96194838
973	97.92872619
974	97.79531446
975	97.75385122
976	97.61919908
977	97.52603517
978	97.39569961
979	97.35806064
980	97.28200006
981	97.19148404
982	97.11165149
983	97.01123236
984	96.9529968
985	96.9126052
986	96.82493387
987	96.77969357
988	96.70529983
989	96.64360663
990	96.54966263
991	96.49264503
992	96.44282759
993	96.41857371
994	96.38476256
995	96.34530472
996	96.29585045
997	96.27013184
998	96.2426721
999	96.14882235
